Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_38_length_9637_cov_11.355897	2	394	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	131	228	57.46	100.00	131	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_39_length_7596_cov_10.621170	4449	6812	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.49	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_3_length_487133_cov_14.937400	33763	34668	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_3_length_487133_cov_14.937400	62265	64319	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_49_length_1192_cov_20.899906	3	413	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	137	228	60.09	100.00	137	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_4_length_377386_cov_16.242088	190826	191521	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_5_length_321323_cov_13.684016	215290	215751	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_5_length_321323_cov_13.684016	215766	218051	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	EXACTX	762	762	100.00	100.00	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_5_length_321323_cov_13.684016	218328	219551	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	408	408	100.00	100.00	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_5_length_321323_cov_13.684016	219551	222715	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	1055	1055	100.00	100.00	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_6_length_271382_cov_12.082545	107176	108219	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	348	348	100.00	100.00	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_9_length_162412_cov_13.442384	102525	103637	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MC6475AA_AS	NA	SAL_MC6475AA_AS_NODE_9_length_162412_cov_13.442384	103721	107344	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_10_length_152958_cov_11.856634	68614	70803	-	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	730	730	100.00	100.00	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_22_length_61891_cov_10.802998	24158	25162	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_28_length_35709_cov_2.545554	34474	35121	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_2_length_561725_cov_13.804135	422815	424869	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_2_length_561725_cov_13.804135	452466	453371	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_2_length_561725_cov_13.804135	542079	545702	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_2_length_561725_cov_13.804135	545786	546898	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_37_length_21735_cov_11.438640	6440	6970	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_3_length_377390_cov_15.357921	190828	191523	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_40_length_9641_cov_9.883880	1	396	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_41_length_7600_cov_9.913846	4451	6814	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.49	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_5_length_321299_cov_12.562832	215264	215725	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_5_length_321299_cov_12.562832	215740	218025	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	EXACTX	762	762	100.00	100.00	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_5_length_321299_cov_12.562832	218302	219525	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	408	408	100.00	100.00	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_5_length_321299_cov_12.562832	219525	222689	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	1055	1055	100.00	100.00	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_MC6476AA_AS	NA	SAL_MC6476AA_AS_NODE_7_length_173141_cov_11.185538	64921	65964	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	348	348	100.00	100.00	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_10_length_153170_cov_12.683829	82370	84559	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	730	730	100.00	100.00	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_21_length_61887_cov_11.703144	36728	37732	+	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_22_length_60395_cov_2.677064	20587	21234	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_2_length_576889_cov_14.932378	30110	31222	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_2_length_576889_cov_14.932378	31306	34929	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_2_length_576889_cov_14.932378	123637	124542	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_2_length_576889_cov_14.932378	152139	154193	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_34_length_21731_cov_12.189559	14764	15294	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_38_length_9637_cov_10.752785	2	394	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	131	228	57.46	100.00	131	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_39_length_7596_cov_11.003881	785	3148	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.49	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_4_length_377386_cov_16.484309	190826	191521	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_5_length_321323_cov_13.717752	215290	215751	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_5_length_321323_cov_13.717752	215766	218051	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	EXACTX	762	762	100.00	100.00	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_5_length_321323_cov_13.717752	218328	219551	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	408	408	100.00	100.00	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_5_length_321323_cov_13.717752	219551	222715	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	1055	1055	100.00	100.00	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_MC6477AA_AS	NA	SAL_MC6477AA_AS_NODE_6_length_251687_cov_12.122585	107176	108219	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	348	348	100.00	100.00	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_13_length_102168_cov_11.833737	17608	19797	-	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	730	730	100.00	100.00	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_1_length_649600_cov_13.770836	102707	103819	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_1_length_649600_cov_13.770836	103903	107526	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_1_length_649600_cov_13.770836	196234	197139	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_1_length_649600_cov_13.770836	224736	226790	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_31_length_30819_cov_11.362025	24158	25162	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_32_length_28466_cov_2.560672	22496	23143	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_35_length_21735_cov_10.964322	6440	6970	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_38_length_9641_cov_10.570618	1	396	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_39_length_7600_cov_10.931505	4451	6814	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.49	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_4_length_377390_cov_15.464745	190828	191523	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_5_length_321903_cov_12.962530	215868	216329	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_5_length_321903_cov_12.962530	216344	218629	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	EXACTX	762	762	100.00	100.00	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_5_length_321903_cov_12.962530	218906	220129	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	408	408	100.00	100.00	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_5_length_321903_cov_12.962530	220129	223293	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	1055	1055	100.00	100.00	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_MC6478AA_AS	NA	SAL_MC6478AA_AS_NODE_6_length_271386_cov_11.492393	163166	164209	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	348	348	100.00	100.00	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_1_length_649490_cov_13.522002	102707	103819	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_1_length_649490_cov_13.522002	103903	107526	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_1_length_649490_cov_13.522002	196234	197139	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_1_length_649490_cov_13.522002	224736	226790	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_23_length_46456_cov_2.519436	11320	11967	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_30_length_21735_cov_10.797733	6440	6970	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_34_length_9641_cov_10.706704	1	396	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_35_length_7371_cov_10.406017	787	3150	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.49	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_44_length_1192_cov_23.883786	3	413	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	137	228	60.09	100.00	137	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_MC6479AA_AS	NA	SAL_MC6479AA_AS_NODE_4_length_378043_cov_12.573029	98611	101775	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	1055	1055	100.00	100.00	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
